NIST_index,NIST_index,du_index,noor_index,Enzyme:,KEGG Reaction:,CID Reaction:,EC Value:,Reaction:,Reference:,Reference ID:,T [K],pH,Keq,Ionic strength [molal],Experimental conditions,solutes [molal],Buffer:,Ionic strength [mol/dm^3],-log[Mg+2],Km',Enthalpy [kJ/mol],Method:,solutes [mol/dm^3]
87,87, , , triose-phosphate isomerase and fructose-bisphosphate aldolase, , ,5.3.1.1 & 5.3.1.1," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,313.15,7,0.0025, ,   +  MgCl2, , , , , , , spectrophotometry, 
88,88, , , triose-phosphate isomerase and fructose-bisphosphate aldolase, , ,5.3.1.1 & 5.3.1.1," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,313.15,7,0.0020, ,   +  MgCl2, , , , , , , spectrophotometry, 
89,89, , , triose-phosphate isomerase and fructose-bisphosphate aldolase, , ,5.3.1.1 & 5.3.1.1," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,313.15,7,0.0014, ,   +  MgCl2, , , , , , , spectrophotometry, 
90,90, , , triose-phosphate isomerase and fructose-bisphosphate aldolase, , ,5.3.1.1 & 5.3.1.1," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,313.15,7,0.0064, ,   +  none, , , , , , , spectrophotometry, 
91,91, , , triose-phosphate isomerase and fructose-bisphosphate aldolase, , ,5.3.1.1 & 5.3.1.1," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,333.15,7,0.015, ,   +  MgCl2, , , , , , , spectrophotometry, 
92,92, , , triose-phosphate isomerase and fructose-bisphosphate aldolase, , ,5.3.1.1 & 5.3.1.1," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,333.15,7,0.0082, ,   +  MgCl2, , , , , , , spectrophotometry, 
93,93, , , triose-phosphate isomerase and fructose-bisphosphate aldolase, , ,5.3.1.1 & 5.3.1.1," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,333.15,7,0.0056, ,   +  MgCl2, , , , , , , spectrophotometry, 
94,94, , , triose-phosphate isomerase and fructose-bisphosphate aldolase, , ,5.3.1.1 & 5.3.1.1," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,333.15,7,0.0046, ,   +  MgCl2, , , , , , , spectrophotometry, 
95,95, , , triose-phosphate isomerase and fructose-bisphosphate aldolase, , ,5.3.1.1 & 5.3.1.1," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,333.15,7,0.0012, ,   +  MgCl2, , , , , , , spectrophotometry, 
96,96, , , triose-phosphate isomerase and fructose-bisphosphate aldolase, , ,5.3.1.1 & 5.3.1.1," D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",Meyerhof O.; Biochem. Z.; 277 77 (1935).,35MEY_1289,333.15,7,0.019, ,   +  none, , , , , , , spectrophotometry, 
97,97, , , alcohol dehydrogenase, , ,1.1.1.1, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),von Euler H.; Adler E.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 241 239 (1936).,36EUL/ADL_7,298.15,6.4, , , , , phosphate, , , , , spectrophotometry, 
98,98, , , alcohol dehydrogenase, , ,1.1.1.1, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),von Euler H.; Adler E.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 241 239 (1936).,36EUL/ADL_7,298.15,7.0, , , , , phosphate, , , , , spectrophotometry, 
99,99, , , alcohol dehydrogenase, , ,1.1.1.1, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),von Euler H.; Adler E.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 241 239 (1936).,36EUL/ADL_7,298.15,7.7, , , , , phosphate, , , , , spectrophotometry, 
100,100, , , creatine kinase, , ,2.7.3.2, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Lehman H.; Biochem. Z.; 286 336 (1936).,36LEH_589,293.15,7.7, , , , , carbonate + bicarbonate, , , , , chemical analysis, 
101,101, , , creatine kinase, , ,2.7.3.2, ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),Lehman H.; Biochem. Z.; 286 336 (1936).,36LEH_589,293.15,8.8, , , , , carbonate + bicarbonate, , , , , chemical analysis, 
102,102, , , arginine kinase, , ,2.7.3.3, ATP(aq) + L-arginine(aq) = ADP(aq) + NÏ‰-phospho-L-arginine(aq),Lehman H.; Biochem. Z.; 286 336 (1936).,36LEH_614,293.15,7.7, , , , , carbonate + bicarbonate, , , , , chemical analysis, 
103,103, , , fructose-biphosphate aldolase, , ,4.1.2.13, methylerythrulose 1-phosphate(aq) = acetaldehyde(aq) + glycerone phosphate(aq),Meyerhof O.; Lohmann K.; Schuster Ph.; Biochem. Z.; 286 301 (1936).,36MEY/LOH_1099,273.15, ,0.0021, , , , phosphate, , , , , chemical analysis, 
104,104, , , fructose-biphosphate aldolase, , ,4.1.2.13, methylerythrulose 1-phosphate(aq) = acetaldehyde(aq) + glycerone phosphate(aq),Meyerhof O.; Lohmann K.; Schuster Ph.; Biochem. Z.; 286 301 (1936).,36MEY/LOH_1099,293.15, ,0.0029, , , , phosphate, , , , , chemical analysis, 
105,105, , , fructose-biphosphate aldolase, , ,4.1.2.13, methylerythrulose 1-phosphate(aq) = acetaldehyde(aq) + glycerone phosphate(aq),Meyerhof O.; Lohmann K.; Schuster Ph.; Biochem. Z.; 286 301 (1936).,36MEY/LOH_1099,313.15, ,0.0067, , , , phosphate, , , , , chemical analysis, 
106,106, , , fructose-biphosphate aldolase, , ,4.1.2.13, D-fructose 1-phosphate(aq) = D-glyceraldehyde(aq) + glycerone phosphate(aq),Meyerhof O.; Schulz W.; Biochem. Z. 289 87 (1936).,36MEY/SCH_1096,298.15, , , , , , phosphate, , , ,-60.2, calorimetry, 
107,107, , , _-glucosidase, , ,3.2.1.21, 1-butyl Î²-D-glucopyranoside(aq) + H2O(l) = 1-butanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_914,277.15, ,8.63, , , , , , , , , polarimetry, 
108,108, , , _-glucosidase, , ,3.2.1.21, 1-butyl Î²-D-glucopyranoside(aq) + H2O(l) = 1-butanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_914,303.15, ,9.48, , , , , , , , , polarimetry, 
109,109, , , _-glucosidase, , ,3.2.1.21, 2-butyl Î²-D-glucopyranoside(aq) + H2O(l) = (1)-2-butanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_915,277.15, ,18.5, , , , , , , , , polarimetry, 
110,110, , , _-glucosidase, , ,3.2.1.21, 2-butyl Î²-D-glucopyranoside(aq) + H2O(l) = (1)-2-butanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_915,303.15, ,21.1, , , , , , , , , polarimetry, 
111,111, , , _-glucosidase, , ,3.2.1.21, ethyl Î²-D-glucopyranoside(aq) + H2O(l) = ethanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_917,277.15, ,7.08, , , , , , , , , polarimetry, 
112,112, , , _-glucosidase, , ,3.2.1.21, ethyl Î²-D-glucopyranoside(aq) + H2O(l) = ethanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_917,303.15, ,7.88, , , , , , , , , polarimetry, 
113,113, , , _-glucosidase, , ,3.2.1.21, methyl Î²-D-glucopyranoside(aq) + H2O(l) = methanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_922,277.15, ,4.50, , , , , , , , , polarimetry, 
114,114, , , _-glucosidase, , ,3.2.1.21, methyl Î²-D-glucopyranoside(aq) + H2O(l) = methanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_922,303.15, ,4.73, , , , , , , , , polarimetry, 
115,115, , , _-glucosidase, , ,3.2.1.21, 2-methyl-1-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-methyl-1-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_923,277.15, ,11.2, , , , , , , , , polarimetry, 
116,116, , , _-glucosidase, , ,3.2.1.21, 2-methyl-1-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-methyl-1-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_923,303.15, ,11.9, , , , , , , , , polarimetry, 
117,117, , , _-glucosidase, , ,3.2.1.21, 2-methyl-2-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-methyl-2-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_924,277.15, ,45.0, , , , , , , , , polarimetry, 
118,118, , , _-glucosidase, , ,3.2.1.21, 2-methyl-2-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-methyl-2-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_924,303.15, ,57.0, , , , , , , , , polarimetry, 
119,119, , , _-glucosidase, , ,3.2.1.21, 1-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 1-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_925,277.15, ,8.92, , , , , , , , , polarimetry, 
120,120, , , _-glucosidase, , ,3.2.1.21, 1-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 1-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_925,303.15, ,9.98, , , , , , , , , polarimetry, 
121,121, , , _-glucosidase, , ,3.2.1.21, 2-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_926,277.15, ,19.0, , , , , , , , , polarimetry, 
122,122, , , _-glucosidase, , ,3.2.1.21, 2-propyl Î²-D-glucopyranoside(aq) + H2O(l) = 2-propanol(aq) + D-glucose(aq),Veibel S.; Enzymologia; 1 124 (1936).,36VEI_926,303.15, ,22.7, , , , , , , , , polarimetry, 
123,123, , , alcohol dehydrogenase, , ,1.1.1.1, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Adler E.; Sreenivasaya M.; Hoppe-Seyler's Z. Physiol. Chem.; 249 24 (1937).,37ADL/SRE_8,298.15,6.05, , , , , , , , , , spectrophotometry, 
124,124, , , alcohol dehydrogenase, , ,1.1.1.1, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Adler E.; Sreenivasaya M.; Hoppe-Seyler's Z. Physiol. Chem.; 249 24 (1937).,37ADL/SRE_8,298.15,7.25, , , , , , , , , , spectrophotometry, 
125,125, , , alcohol dehydrogenase, , ,1.1.1.1, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Adler E.; Sreenivasaya M.; Hoppe-Seyler's Z. Physiol. Chem.; 249 24 (1937).,37ADL/SRE_8,298.15,8.0, , , , , , , , , , spectrophotometry, 
126,126, , , malate dehydrogenase, , ,1.1.1.37, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_127,298.15,7.46, , , , , phosphate, , , , , spectrophotometry, 
127,127, , , malate dehydrogenase, , ,1.1.1.37, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_127,298.15,7.54, , , , , phosphate, , , , , spectrophotometry, 
128,128, , , malate dehydrogenase, , ,1.1.1.37, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_127,298.15,7.71, , , , , phosphate, , , , , spectrophotometry, 
129,129, , , malate dehydrogenase, , ,1.1.1.37, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_127,298.15,7.85, , , , , phosphate, , , , , spectrophotometry, 
130,130, , , malate dehydrogenase, , ,1.1.1.37, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_127,298.15,8.33, , , , , phosphate, , , , , spectrophotometry, 
131,131, , , malate dehydrogenase, , ,1.1.1.37, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_127,298.15,8.44, , , , , phosphate, , , , , spectrophotometry, 
132,132, , , malate dehydrogenase, , ,1.1.1.37, (S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_127,298.15,8.49, , , , , phosphate, , , , , spectrophotometry, 
133,133, , , L-lactate dehydrogenase, , ,1.1.1.27, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_95,298.15,7.58, , , , , phosphate, , , , , spectrophotometry, 
134,134, , , L-lactate dehydrogenase, , ,1.1.1.27, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_95,298.15,7.61, , , , , phosphate, , , , , spectrophotometry, 
135,135, , , L-lactate dehydrogenase, , ,1.1.1.27, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_95,298.15,8.38, , , , , phosphate, , , , , spectrophotometry, 
136,136, , , L-lactate dehydrogenase, , ,1.1.1.27, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_95,298.15,8.51, , , , , phosphate, , , , , spectrophotometry, 
137,137, , , L-lactate dehydrogenase, , ,1.1.1.27, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_95,298.15,8.82, , , , , phosphate, , , , , spectrophotometry, 
138,138, , , L-lactate dehydrogenase, , ,1.1.1.27, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 247 65 (1937).,37EUL/ADL_95,298.15,8.83, , , , , phosphate, , , , , spectrophotometry, 
139,139, , , glycerol-3-phosphate dehydrogenase (NAD+), , ,1.1.1.8, sn-glycerol 3-phosphate(aq) + NAD(aq) = dihydroxyacetone phosphate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 249 1 (1937).,37EUL/ADL2_42,298.15,6.9, , , , , phosphate, , , , , spectrophotometry, 
140,140, , , glycerol-3-phosphate dehydrogenase (NAD+), , ,1.1.1.8, sn-glycerol 3-phosphate(aq) + NAD(aq) = dihydroxyacetone phosphate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 249 1 (1937).,37EUL/ADL2_42,298.15,7.6, , , , , phosphate, , , , , spectrophotometry, 
141,141, , , glycerol-3-phosphate dehydrogenase (NAD+), , ,1.1.1.8, sn-glycerol 3-phosphate(aq) + NAD(aq) = dihydroxyacetone phosphate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hoppe-Seyler's Z. Physiol. Chem.; 249 1 (1937).,37EUL/ADL2_42,298.15,8.1, , , , , phosphate, , , , , spectrophotometry, 
142,142, , , L-lactate dehydrogenase, , ,1.1.1.27, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96,298.15,7.4, , , , , phosphate, , , , , spectrophotometry, 
143,143, , , L-lactate dehydrogenase, , ,1.1.1.27, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96,298.15,7.4, , , , , phosphate, , , , , spectrophotometry, 
144,144, , , L-lactate dehydrogenase, , ,1.1.1.27, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96,298.15,7.9, , , , , phosphate, , , , , spectrophotometry, 
145,145, , , L-lactate dehydrogenase, , ,1.1.1.27, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96,298.15,8.1, , , , , phosphate, , , , , spectrophotometry, 
146,146, , , L-lactate dehydrogenase, , ,1.1.1.27, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96,298.15,8.2, , , , , phosphate, , , , , spectrophotometry, 
147,147, , , L-lactate dehydrogenase, , ,1.1.1.27, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96,298.15,8.3, , , , , phosphate, , , , , spectrophotometry, 
148,148, , , L-lactate dehydrogenase, , ,1.1.1.27, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96,298.15,8.35, , , , , phosphate, , , , , spectrophotometry, 
149,149, , , L-lactate dehydrogenase, , ,1.1.1.27, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96,298.15,8.7, , , , , phosphate, , , , , spectrophotometry, 
150,150, , , L-lactate dehydrogenase, , ,1.1.1.27, (S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),von Euler H.; Adler E.; G|nther G.; Hellstrvm H.; Hoppe-Seyler's Z. Physiol. Chem.; 245 217 (1937).,37EUL/ADL3_96,298.15,8.9, , , , , phosphate, , , , , spectrophotometry, 
151,151, , , alcohol dehydrogenase, , ,1.1.1.1, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Negelein E.; Wulff H.-J.; Biochem. Z.; 293 351 (1937).,37NEG/WUL_9,293.15,7.9, , , , , phosphate, , , , , spectrophotometry, 
152,152, , , glutamate dehydrogenase, , ,1.4.1.2, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),von Euler H.; Adler E.; G|nther G.; Das N.B.; Hoppe-Seyler's Z. Physiol. Chem.; 254 61 (1938).,38EUL/ADL_273,298.15,6.05,3.9E-11, , , , phosphate, , , , , spectrophotometry, 
153,153, , , glutamate dehydrogenase, , ,1.4.1.2, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),von Euler H.; Adler E.; G|nther G.; Das N.B.; Hoppe-Seyler's Z. Physiol. Chem.; 254 61 (1938).,38EUL/ADL_273,298.15,6.63,1.3E-9, , , , phosphate, , , , , spectrophotometry, 
154,154, , , glutamate dehydrogenase, , ,1.4.1.2, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),von Euler H.; Adler E.; G|nther G.; Das N.B.; Hoppe-Seyler's Z. Physiol. Chem.; 254 61 (1938).,38EUL/ADL_273,298.15,7.01,1.3E-9, , , , phosphate, , , , , spectrophotometry, 
155,155, , , glutamate dehydrogenase, , ,1.4.1.2, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),von Euler H.; Adler E.; G|nther G.; Das N.B.; Hoppe-Seyler's Z. Physiol. Chem.; 254 61 (1938).,38EUL/ADL_273,298.15,7.26,7.6E-9, , , , phosphate, , , , , spectrophotometry, 
156,156, , , glutamate dehydrogenase, , ,1.4.1.2, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),von Euler H.; Adler E.; G|nther G.; Das N.B.; Hoppe-Seyler's Z. Physiol. Chem.; 254 61 (1938).,38EUL/ADL_273,298.15,7.36,6.5E-9, , , , phosphate, , , , , spectrophotometry, 
157,157, , , glutamate dehydrogenase, , ,1.4.1.2, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),von Euler H.; Adler E.; G|nther G.; Das N.B.; Hoppe-Seyler's Z. Physiol. Chem.; 254 61 (1938).,38EUL/ADL_273,298.15,7.39,9.4E-9, , , , phosphate, , , , , spectrophotometry, 
158,158, , , glutamate dehydrogenase, , ,1.4.1.2, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),von Euler H.; Adler E.; G|nther G.; Das N.B.; Hoppe-Seyler's Z. Physiol. Chem.; 254 61 (1938).,38EUL/ADL_273,298.15,7.40,7.9E-9, , , , phosphate, , , , , spectrophotometry, 
159,159, , , glutamate dehydrogenase, , ,1.4.1.2, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),von Euler H.; Adler E.; G|nther G.; Das N.B.; Hoppe-Seyler's Z. Physiol. Chem.; 254 61 (1938).,38EUL/ADL_273,298.15,7.43,1.5E-8, , , , phosphate, , , , , spectrophotometry, 
160,160, , , glutamate dehydrogenase, , ,1.4.1.2, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),von Euler H.; Adler E.; G|nther G.; Das N.B.; Hoppe-Seyler's Z. Physiol. Chem.; 254 61 (1938).,38EUL/ADL_273,298.15,7.45,1.7E-8, , , , phosphate, , , , , spectrophotometry, 
161,161, , , glutamate dehydrogenase, , ,1.4.1.2, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),von Euler H.; Adler E.; G|nther G.; Das N.B.; Hoppe-Seyler's Z. Physiol. Chem.; 254 61 (1938).,38EUL/ADL_273,298.15,7.57,7.7E-9, , , , phosphate, , , , , spectrophotometry, 
162,162, , , glutamate dehydrogenase, , ,1.4.1.2, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),von Euler H.; Adler E.; G|nther G.; Das N.B.; Hoppe-Seyler's Z. Physiol. Chem.; 254 61 (1938).,38EUL/ADL_273,298.15,7.60,2.0E-8, , , , phosphate, , , , , spectrophotometry, 
163,163, , , glutamate dehydrogenase, , ,1.4.1.2, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),von Euler H.; Adler E.; G|nther G.; Das N.B.; Hoppe-Seyler's Z. Physiol. Chem.; 254 61 (1938).,38EUL/ADL_273,298.15,7.66,1.1E-8, , , , phosphate, , , , , spectrophotometry, 
164,164, , , glutamate dehydrogenase, , ,1.4.1.2, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),von Euler H.; Adler E.; G|nther G.; Das N.B.; Hoppe-Seyler's Z. Physiol. Chem.; 254 61 (1938).,38EUL/ADL_273,298.15,7.82,2.4E-8, , , , phosphate, , , , , spectrophotometry, 
165,165, , , glutamate dehydrogenase, , ,1.4.1.2, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),von Euler H.; Adler E.; G|nther G.; Das N.B.; Hoppe-Seyler's Z. Physiol. Chem.; 254 61 (1938).,38EUL/ADL_273,298.15,8.01,3.6E-8, , , , phosphate, , , , , spectrophotometry, 
166,166, , , glutamate dehydrogenase, , ,1.4.1.2, L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),von Euler H.; Adler E.; G|nther G.; Das N.B.; Hoppe-Seyler's Z. Physiol. Chem.; 254 61 (1938).,38EUL/ADL_273,298.15,8.05,7.0E-8, , , , phosphate, , , , , spectrophotometry, 
167,167, , , phosphoglycerate mutase, , ,5.4.2.1, 2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),Meyerhof O.; Schulz W.; Biochem. Z.; 297 60 (1938).,38MEY/SCH_1387,273.15, , , , , , , , , , , polarimetry, 
168,168, , , phosphoglycerate mutase, , ,5.4.2.1, 2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),Meyerhof O.; Schulz W.; Biochem. Z.; 297 60 (1938).,38MEY/SCH_1387,293.15, , , , , , , , , , , polarimetry, 
169,169, , , phosphoglycerate mutase, , ,5.4.2.1, 2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),Meyerhof O.; Schulz W.; Biochem. Z.; 297 60 (1938).,38MEY/SCH_1387,310.15, , , , , , , , , , , polarimetry, 
170,170, , , phosphoglycerate mutase, , ,5.4.2.1, 2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),Meyerhof O.; Schulz W.; Biochem. Z.; 297 60 (1938).,38MEY/SCH_1387,333.15, , , , , , , , , , , polarimetry, 
171,171, , , alcohol dehydrogenase, , ,1.1.1.1, ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),Schlenk F.; Hellstrvm H.; von Euler H.; Ber. Dtsch. Chem. Ges.; 71 1471 (1938).,38SCH/HEL_10,298.15,6.30, , , , , , , , , , spectrophotometry, 
